title,company,location,time,href,description_text
Customer Operations Manager,FleetUp,"Glendale, CA",10 days ago,https://job-openings.monster.com/customer-operations-manager-glendale-ca-us-fleetup/f8e55d6d-a03a-4c1f-ad16-91f0e482414f,"DescriptionAre you a hands-on person that thrives in working with and managing teams? Do you embrace a customer first and no customer left behind' attitude? Would you excel at identifying and presenting opportunities to improve and automate service through technology? The ideal candidate would have a strong interest in both business and technology. Key responsibilities include but are not limited to the following: Drive customer satisfaction through the ownership of daily execution for designated branch, including Customer Service, Technical Support, Onboarding, order delivery, and warehousing. Produce regular status reports that are audience appropriate to communicate with internal stakeholdersLead challenging projects with multiple workflows, with internal resources and third parties/vendors for successful executionEnsure all project activities and deliverables are completed on-time, within scope and budgetDrive training & change management Speak with customers that require high-level escalationCapture and report data measuring CS practice KPIs across departmentsCapture and report data Customer Health scoring and CSS focusProactively manage resource plan to ensure resource availability and allocationDevelop and maintain detailed project plans to track and report progressPartnering with CS leadership on business forecasting and KPI reporting so we always know where we are relative to our goalsDaily, weekly, monthly retention reporting for all of our key business units, down to the individual levelDeveloping a full understanding of our customer health so we can detect early warning signs of churn, find the ideal onboarding process, and identify upsell opportunitiesManaging customer distribution and capacity planning across the team to ensure the best possible experience for our customersPartner with CS Leaders to understand their teams, business units, and goalsLearn all of the existing systems, routines, and cadences that drive our Customer TeamsExamine and understand the full customer lifecycle of customerRequirements10 years of experience managing teams of minimum 20 employees5 years of customer management Bilingual Spanish/English (intermediate acceptable)Excellent project management skills. Demonstrated experience in organizing and initiating, planning, and executing large-scale projects from the envisioning stage through to implementation, involving internal cross-functional personnel, contractors, and vendors.Team leadership skillsExcellent verbal and written skillsOrganizational skillsAbility to manage a fast-paced environmentKnowledge of MS Word, Excel & Outlook, SalesForceAbility to learn proprietary softwareTravel 10%PI121296593"
"SOLO & TEAM DRIVERS in Los Angeles, California:: We Have the Miles and Pay You've Been Looking For! $5,000 Sign On Bonus!!",Sunset Logistics,"Los Angeles, CA",11 days ago,https://job-openings.monster.com/solo-team-drivers-in-los-angeles-california-we-have-the-miles-pay-youve-been-looking-for-5-000-sign-on-bonus-los-angeles-ca-us-sunset-logistics/ed88fd2b-57b7-4c8f-acdd-0b31309e89f2,"Description$5,000 SIGN ON BONUS!EPICVUE TV AFTER PROBATION PERIODNow hiring solo and team Drivers.The Miles, Pay & New Equipment you needFull benefits, including retirementFair home time, with pet and rider policies (NO DEPOSIT REQUIRED)Solos between 3,000-3,500 miles per week, Teams 6,200-7,400 miles per weekRequirementsMINIMUM REQUIREMENTS:6+ months verifiable OTR experience Must be 22 years oldMust have Class A CDLMust speak, read, and write EnglishMust comply with all DOT, FMSCA, Federal, State laws and regulationsMust meet DOT physical, and pass Drug screenMust have acceptable MVR and PSP background check"
Construction Supervisor,TLM Petro Labor ForceC,,17 days ago,https://job-openings.monster.com/construction-supervisor-us-tlm-petro-labor-forcec/218524186,DescriptionManage and supervise contractors and employees on job site.  Responsible for on time completion of project defined.  Work could be raze/rebuild of convenience store and gasoline facility.  Report to project manager.
"CDL-A OTR Flatbed Drivers Needed in Los Angeles, California for our Glass Division! - Paid Training!",Combined Transport,"Los Angeles, CA",11 days ago,https://job-openings.monster.com/cdl-a-otr-flatbed-drivers-needed-in-los-angeles-california-for-our-glass-division-paid-training-los-angeles-ca-us-combined-transport/9aab4551-c3bc-47f9-a032-96feab2fd787,"DescriptionCombined Transport is hiring Flatbed Company Drivers in Los Angeles, California. GREAT ADVANTAGESGreat EquipmentBreak Down PayDetention PayMedical Dental and Vision starts after the 8th day!401KPerformance BonusAnnual RaisesPets welcome - No Deposit!APPLY NOW or give our CAREER COACHES a call at 541-727-3500!Requirements2 years over the roadClean MVR (no more than 2 moving violations in the past 2 years)Class A CDL"
"Travel Intensive Care Unit Nurse (ICU RN), 12H Nights 7:00 PM - 7:00 AM",Triage Staffing,"Los Angeles, CA",9 days ago,https://job-openings.monster.com/travel-intensive-care-unit-nurse-icu-rn-12h-nights-7-00-pm-7-00-am-los-angeles-ca-us-triage-staffing/e8d551cd-a2be-4816-842a-c1e3b8a26e7a,"DescriptionTravel Intensive Care Unit Nurse (ICU RN) Los Angeles, CALocation:         Los Angeles, CAStart Date:       6/17/2020Shift Details:   12H Nights ( 7:00 PM-7:00 AM )                         36 hours per weekLength:            13 weeksApply for specific facility details.REQUIREMENTS At least 2+ years’ experience Either an Associate of Science or Bachelor of Science in Nursing (ASN or BSN) Registered Nurse (RN) licensed Valid California licenseABOUT TRIAGE STAFFINGTriage Staffing is looking to place the best and brightest travel medical professionals in facilities across the country. Our staff is committed to building lasting, long-term relationships. Our recruiters work tirelessly to find our travelers the best placements—assignments that match our travelers’ skills sets and personal preferences.Take an assignment with Triage and you can expect: Competitive, custom pay packages Nationwide insurance coverage—health, dental, vision and life A Day One 401(k) program with employer-matching contributions once eligible To earn vacation for hours worked* Continuing education and licensing reimbursementGive us five minutes and we'll give you a free t-shirt.*Does not apply to California-based assignments due to the state's labor laws."
Travel Registered Nurse RN Emergency Room ER,OneStaff Medical,"BURBANK, CA",9 days ago,https://job-openings.monster.com/travel-registered-nurse-rn-emergency-room-er-burbank-ca-us-onestaff-medical/cb87b491-c125-48cf-a85a-0651bc2a4cc8,"DescriptionEmergency Nurses treat patients in emergency situations where they’re experiencing trauma or injury. These nurses quickly recognize life-threatening problems and are trained to help solve them on the spot. They can work in hospital emergency rooms, ambulances, helicopters, urgent care centers, sports arenas, and more. As an Emergency Nurse, you’ll treat a variety of conditions from sore throats to heart attacks for patients of all ages and backgrounds.RequirementsJob Requirements:Minimum of 1 year of current work experience providing in specialty area applying for.Current State Healthcare Provider license or willing to obtainCurrent certifications required to work in specialty. IE: BLS, ACLS, NRP, STABLE, AWHONN, TNCC, PALS, ENPC, & ect.BenefitsWhile working as a Traveling Healthcare Professional with OneStaff Medical you will enjoy top-tier benefits such as:Medical/Dental/Vision Insurance401KWeekly Pay through Direct DepositGuaranteed HoursLicensure Reimbursement24/7 Personal Contact"
Travel RN/Registered Nurse - Stepdown-Telemetry,PPR Travel Nursing,"Glendale, CA",9 days ago,https://job-openings.monster.com/travel-rn-registered-nurse-stepdown-telemetry-glendale-ca-us-ppr-travel-nursing/86b38679-0595-4462-a429-eda0ace31ec2,"DescriptionWe have a great opportunity for a Telemetry RN in Glendale, California. This position is for Full Time, 12-Hour Day.  
The ideal Travel RN for this position has at least one year experience, meets all the Telemetry skill set requirements, is flexible and a team player. Whether you are an experienced Travel RN or this is your first time... apply today and get your adventure started! Travel nursing is a great way to see the country and experience new things, all while earning the benefits and perks that traveling offers. 
Contact us today to get started!RequirementsVaries by positionBenefitsHere are a few of our benefits:First Day Insurance - 2 great plans to select from with United401(k) Retirement Program with matching funds 100% Paid, Private Housing or Weekly Housing Allowance (Tax free!) Optional Travel Reimbursement paid first week Optional 	Licensure Reimbursement paid first week Referral Bonus Program - earn $1,000 for referring your friends to PPR"
Perioperative Nurse - Operating Room Nurse - Travel - (OR RN),American Mobile Healthcare,"Los Angeles, CA",9 days ago,https://job-openings.monster.com/perioperative-nurse-operating-room-nurse-travel-or-rn-los-angeles-ca-us-american-mobile-healthcare/6fbdbb12-c422-4f28-85cb-cb716363f367,"DescriptionJob Description & RequirementsPerioperative Nurse - Operating Room Nurse - (OR RN)StartDate: ASAP Available Shifts: 10 D  Pay Rate: $1709.00 - 1885.00Required QualificationsBSNCA state licensed2 yrs OR RN experienceAbout the FacilityNamed California’s best hospital by U.S. News & World Report, this 520-bed teaching hospital is also ranked nationally in 14 adult specialties and eight pediatric specialties, including cardiology, cancer, nephrology, and urology. Certified by The Joint Commission as a Primary Stroke Center, this facility also houses a renowned children’s hospital, a Level I adult and pediatric trauma center, and a neuropsychiatric center.Facility LocationIn this playground of palm trees and year-round sunshine, wedged between snow-capped mountains and sun-kissed beaches, Los Angeles beckons with its laid-back attitude, high-energy fun and urban adventures. This bustling city is a great place to indulge in the California lifestyle, catch soft ocean breezes, explore miles of beautiful sandy beaches, shop to your heart’s content and enjoy all that this West Coast metropolis has to offer. Job BenefitsOnward Healthcare's travel nursing assignments typically last 13 weeks, and include:   Competitive pay rates and comprehensive benefits   Medical plans with dental and vision   Complimentary, high-quality private housing   401(k) and flex spending options   Life insurance   Accident and short-term disability coverage   Free continuing education (CE) courses   Travel allowances   Guaranteed pay program   Tuition discount program   Referral bonusesAbout the CompanyOnward Healthcare, an AMN Healthcare company, is a travel nursing company dedicated to moving our nurses careers ""onward and upward."" Our team of expert recruiters connect clinicians with exclusive travel nursing opportunities at the nation’s top hospitals and healthcare facilities. Onward's nursing assignments are part of a larger, comprehensive RN career development and consultation service. Onward/AMN Healthcare is an EEO/AA/Disability/Protected Veteran Employer.Perioperative nurse, operating room nurse, OR nurse, OR, operating room, OR RN, scrub nurse, RN, R.N., registered nurse, perioperative, hospital, healthcare, health care, medical"
Safety Specialist - Irwindale,SPECTRUM,"Culver City, CA",11 days ago,https://job-openings.monster.com/safety-specialist-irwindale-culver-city-ca-us-spectrum/c57039b2-e044-4e47-85fe-b9752b89794b,"DescriptionJOB SUMMARYResponsible for the implementation of company environmental, health and safety programs and procedures for all business units and facilities within the Management Area that comply with company policies and industry regulatory requirements, including reporting.  Help ensure conformity to applicable federal, state, and local standards related to environmental compliance and occupational health and safety (i.e. OSHA, EPA, DEP, DOT, NFPA, ANSI, etc).  Responsible for accident data compilation, abatement, record keeping, safety communication and awareness, and audits of field system(s).MAJOR DUTIES AND RESPONSIBILITIESEffectively communicate safety and compliance messages to all levels; provide technical support to front-line leadership on matters related to occupational safety, environmental compliance, and loss preventionAssist in conducting system audits to continuously improve the safety program, working closely with cross-functional teamsInvestigate incidents and non-compliance eventsAssist with the collection and submission of data required to satisfy environmental permit and reporting requirements (i.e. Air Permit reports, Tier II, HMBP, etc).Liaise with regulatory agencies on matters related to reporting and/or investigating compliance concernsParticipate in and/or facilitate safety committee meetings as neededAnalyze the work environment to identify needsAssist in developing programs designed to control, eliminate, and prevent occupational disease and/or injury caused by physical, chemical, biological agents or ergonomic factors. Support the Mgr, Safety (Facilities) & coordinate with the Sr Safety Specialist in keeping management abreast of current safety performance, potential hazards, serious incidents, regulatory inquires and changes to guidelines affecting safety policies and proceduresMaintain safety records and other related documentation for designated area of responsibilityAdhere to industry specific, local, state and federal regulations as applicableKnow understand, promote and follow company policyMonitor safety training programs; ex: unsatisfactory trending resultsCoordinate safety events, evaluations, program deployment, and other related activitiesPerform other duties as requested by supervisorREQUIRED QUALIFICATIONSSkills/Abilities and KnowledgeAbility to read, write and speak the English language to communicate with employees, customers, and suppliers, in person, on the phone, and by written communications in a clear, straight-forward, and professional mannerAbility to use personal computer and software applicationsAbility to work independentlyBasic knowledge of company products and servicesBasic knowledge of fire prevention programsKnowledge of OSHA, EPA, DOT regulationsBasic knowledge of quantitative and qualitative methods for safety managementKnowledge of safety auditing, accident investigation and reportingAbility to differentiate between different sizes and colorsBasic knowledge of Microsoft Office productsAbility to safely use weight-bearing equipment (gaffs, safety harness and ladders) within the maximum weight limitationsAbility to accurately measure distances, using tapes or other measuring devicesAbility to carry, climb and operate extension ladder (approx. 32 ft. high and 90 pounds)Ability to climb poles using gaffs, hooks and climbing belt as neededAbility to utilize photography equipmentAbility to walk over all types of terrain in all kinds of weather while carrying tools and equipment, including gaffs, ladders, and fully loaded tool beltsKnowledge of Field Operations and Field Engineering job dutiesEDUCATIONHigh School diplomaRELATED WORK EXPERIENCE2-3 years Human Resources/Safety or Technical Training experience PREFERRED QUALIFICATIONSSkills/Abilities and KnowledgeAnalytical and interpersonal skillsKnowledge of company products and servicesCPR/AED Facilitator CertificationEDUCATIONAssociate’s degree in Safety, Environmental Health or related fieldCERTIFICATIONS AND/OR LICENSESIndustry and vendor specific certifications and training recommendedValid driver's licenses with satisfactory driving record within Company required standardsWORKING CONDITIONSOffice environmentField exposureExposure to moderate noise levelsWork in inclement weatherWork indoors in confined space, poorly ventilated areas such as attics, basements and/or crawlspaces Exposure to dust, dirt, noise, insects, rodents, pets, and cleaning solutionsWork outdoors in all kinds of weather and at all times of the day or nightWork performed near power lines and electricityWork performed at various heights above ground on utility poles"
Registered Nurse    Dialysis Training    Los Angeles,DaVita,"Los Angeles, CA",11 days ago,https://job-openings.monster.com/registered-nurse-dialysis-training-los-angeles-los-angeles-ca-us-davita/d9252536-97b9-4e61-9f56-aaf832099ebe,"Description10630 Santa Monica Blvd, Los Angeles, California, 90025, United States of AmericaDaVita is seeking a Registered Nurse who is looking to give life in an outpatient dialysis center.  You can make an exceptional difference in the lives of our patients and their families dealing with end-stage renal failure or chronic kidney disease.If you haven’t considered Nephrology before, read on as we think that you should. Dialysis Experience is NOT required.What you can expect:Long term patient relationships. Build meaningful relationship with patients and their family in an intimate outpatient setting.A team that feels and functions like a family. Staff RNs are a central part of a small interdisciplinary team of clinicians. Work alongside and support technicians, other nurses, dietitians, social workers, physicians and the center manager.  Fun is one of our core values.  Happier nurses = healthier patients.Specialized, complex care. RNs deliver care to patients who are often dealing with multiple co-morbidities which require unique treatment plans and the ability to leverage a broad range of nursing skills and knowledge.  Fast paced. Our RNs oversee a group of patients (census dependent on state laws) with the support of PCTs to conduct patient observations, measuring stats and machine set up.  You will work with your head, heart and hands each day.Schedule. Shifts are typically 10-12 hours, 3-4 days per week.  Schedule times will vary by locations but most of our RNs work early morning or days shifts.  Some holidays required.Clinical leader: DaVita has the highest percentage of facilities meeting or exceeding CMS’s standards in the government’s two key performance programs. We expect our nurses to commit to improving patient health through clinical goal setting and quality improvement initiatives.What we’ll provide:In-classroom and hands on training: If you are new to dialysis, we’ll provide a 9-12 week paid training that includes a combination of classroom and hands on learning with support to guide you through to becoming a nephrology nurse. Opportunity for a nursing career for a lifetime. DaVita is committed to providing robust development and experience for nurses. Whether you chose to remain in a patient facing/caregiving role or grow (leadership operations, corporate functions, integrated care, clinical research), we can guide you on that journey.Education assistance and license reimbursement: annual $3,000 tuition reimbursement and potential $25,000 scholarship opportunity. CNN and CDN certification reimbursement.  3000+ locations across the U.S. for wherever life may take you.Comprehensive benefits package: including medical, dental, vision, 401k plan, $2,500 cash gift for new parents, back-up child and elder care and so much moreSome details about this position:Training may take place in a facility or a training clinic with a class of new teammates other than your assigned home clinicYou must be flexible on the final home clinic placement it may be in a different location; there is also the potential to float to various clinics during and after your trainingYou must have a flexible schedule and be able to work mornings, evenings, weekends, and holiday Current Registered Nurse (RN) license in the state of practice; Graduate Nurse pre-licensure available in some locationsA desire to deliver care in an empathetic, compassionate way. You know, the way you’d want your own care to be Experience assessing, trouble shooting and making sound recommendations in stressful situations Excellent communication skills to listen and communicate with patients and teammates Associates Degree in Nursing (A.D.N) from accredited school of nursing required; Bachelor of Science in Nursing (B.S.N);  three-year diploma from accredited diploma program may be substituted for nursing degreeBasic computer skills and proficiency in MS Word and OutlookYou might also have (a.k.a. nice-to-haves):Intensive Care Unit (ICU), Critical Care Unit (CCU), Emergency Room (ER), or Medical Surgical (Med Surg) experienceCertified Nephrology Nurse (CNN) or Certified Dialysis Nurse (CDN)"
"Clinic Travel Nurse - Los Angeles, CA",Cariant Health Partners,"Los Angeles, CA",Posted today,https://job-openings.monster.com/clinic-travel-nurse-los-angeles-ca-los-angeles-ca-us-cariant-health-partners/ff31b028-d0ef-47ec-b64d-0375ad2895a4,"DescriptionCariant Health Partners has opportunities for registered nurses to fill temporary travel RN needs at a variety of facilities across the country. 
Cariant Health Partners started in 2001 as a sister company a contract therapy company founded by a physical therapist and his wife, a nurse. Being owned and operated by healthcare professionals, we are familiar with the ever-changing world of healthcare and we understand that patients are your first and foremost priority. We work hard to make sure our travel nurses are supported, informed and happy. And the recruiter who helps find your initial position will be your recruiter for as long as you work for Cariant. They get to know you and your specific needs and wants and are your advocates on the road.
Apply now to get connected with a recruiter about this or similar travel nurse contracts with Cariant Health Partners."
Family Medicine Nurse Practitioner,Medestar,"Los Angeles, CA",11 days ago,https://job-openings.monster.com/family-medicine-nurse-practitioner-los-angeles-ca-us-medestar/f2da6987-5d50-4969-a253-5c13f00f39e4,"DescriptionA clinic in California is in need of a Family Medicine Nurse Practitioner to provide quality patient care for a locum tenens coverage assignment.About the Job:Coverage Needed: Immediate - ongoingSchedule/Hours: 7:30a-5pm; closed for lunch from 11:30-1 (unpaid lunch), will consider 4 or 5 days per weekMedical Setting: OutpatientCall Requirements: NoneVolume: 18-22Patient Ages: All AgesProcedures: NoneSupport Staff: MA'sEMR/Charting: NextGenBoard Certification Requirements: Board Certified; Board EligibleCertifications Needed: BLS; DEAAbout the Location:Breathtaking Northern California coastal communityAverage temperature in California is around 70 degreesLow property taxes compared to national averageAccess to tons of attractions: San Francisco, Lake Tahoe, Napa, Yosemite and much moreMedestar is a national, multi-specialty, locum tenens Company working with facilities across the country.  We take care of your malpractice insurance, reimburse for any travel expenses and pay on a WEEKLY basis.  Please contact us at (877) 868-5350 or info@medestar.com to find out more about this opportunity and others in your specialty.For more locum tenens opportunities, please visit www.medestar.com, follow us on Twitter @MedestarLocums, or like us on Facebook at http://Facebook.com/Medestar.Please reference job # CA 21863"
Correctional Psychiatry Physician,Staff Care,"Los Angeles, CA",11 days ago,https://job-openings.monster.com/correctional-psychiatry-physician-los-angeles-ca-us-staff-care/31127555-c1b7-4cf4-8b87-125f29ce6ec1,"DescriptionJob Description & RequirementsCorrectional Psychiatry PhysicianStartDate: ASAP Available Shifts: Regular 8  Pay Rate: $163.00 - 175.00This facility is needing an immediate full-time adult psychiatrist for an ongoing opportunity:Job Details:Full-time; Saturday to Sunday days available. Must be committed to a full 40 hours/week schedule.The provider will be seeing all adult patients in a county jail setting.10-15 patients per day.Have full support staffElectronic Medical Record: AvatarRequired Qualifications:Board certified and board eligible candidates considered.Must have experience in jail settingProficient Electronic Medical RecordsAble to work in a very fast pace environment. Comfortable with aggressive patients with wide variety of diagnoses.Open to new grads.Located in the sprawling Southern California city, Los Angeles is the center of the nation's film and television industry. Among studios such as Paramount Pictures, Universal, and Warner Brothers offer behind-the-scenes tours, there are other various attractions such as beautiful beaches, boardwalks, and carnivals! Apply today and Los Angeles, CA may be the perfect destination for your next assignment! Facility LocationIn this playground of palm trees and year-round sunshine, wedged between snow-capped mountains and sun-kissed beaches, Los Angeles beckons with its laid-back attitude, high-energy fun and urban adventures. This bustling city is a great place to indulge in the California lifestyle, catch soft ocean breezes, explore miles of beautiful sandy beaches, shop to your heart’s content and enjoy all that this West Coast metropolis has to offer. Job BenefitsStaff Care typically arranges medical or dental malpractice insurance for the contractor providers we match to client opportunities. In addition, our locum tenens typically receive highly competitive pay and a dedicated team that handles all travel, lodging, rentals and transportation needs. Additionally, our Physician Mobility initiative decreases the amount of time you must wait to work at a facility where you are presented or have worked from 24 months to 6 months.About the CompanyStaff Care, an AMN Healthcare company, is the nation's leader in locum tenens staffing. We provide flexible, temporary employment options for physicians, clinicians, and other allied health professionals in all specialties with a variety of healthcare organizations, typically with interim contracts lasting from one week to one year. AMN Healthcare is an EEO/AA/Disability/Protected Veteran Employer.  We encourage minority and female applicants to apply.Psychiatrist, Psychiatry, Mental Illness, Physician, Healthcare, Mental Health, Medication, Medical, Doctor, Md"
Director of Operations/Senior Project Manager,NPAworldwide Recruitment Network,"Los Angeles, CA",9 days ago,https://job-openings.monster.com/director-of-operations-senior-project-manager-los-angeles-ca-us-npaworldwide-recruitment-network/7a7afaf6-4775-402d-9ddc-e41d8cab7de8,"DescriptionWhy a Great OpportunityCompany is recently converted to ESOPSome of the best benefits in the industry5K Sabbatical paid every 5 yearsSome of the best bonuses can range 50K to 100K7K tuition reimbursement  up to 28K for each child Job DescriptionResponsible for managerial and administrative aspects of a project. Including, estimating, scheduling, quality control, progress reports, progress billing, design review and coordination, cost reporting, safety, and proposal preparationEnsure an accurate and complete project estimateWork closely with owners and the design team to develop preliminary concept drawingsParticipate in the proposal meeting with the owner to review the scope of work, discuss ways to reduce costs, and provide value engineering ideasOversee the buyout process and the selection of subcontractorsConduct bi-weekly job site meetings on siteMake sound decisions under tight deadlinesOrganize, plan, and manage multiple activities to accomplish desired resultsCommit to quality by evaluating project-related processesMake necessary changes, use customer input to make improvements, and meet/exceed internal and external client expectationsAct in a manner of integrity that shows support for the company, its values, and other associates, while maintaining a constant focus on meeting/exceeding customer requirements and expectations QualificationsNECESSARY QUALIFICATIONSBS in Engineering or related field; with a minimum of 3.0 GPA3+ years of design/build experienceProficiency using Word, Excel, Outlook and Microsoft Project"
"STAFF RN - Labor & Delivery - GOOD SAMARITAN HOSPITAL, LOS ANGELES, NIGHTS",PIH HEALTH,"Los Angeles, CA",1 day ago,https://job-openings.monster.com/staff-rn-labor-delivery-good-samaritan-hospital-los-angeles-nights-los-angeles-ca-us-pih-health/c4a14a3d-1338-4dcd-97fc-0e03c008e648,"DescriptionPIH Health is a nonprofit, regional healthcare network that serves approximately 3 million residents in the Los Angeles County, Orange County and San Gabriel Valley region. The fully integrated network is comprised of PIH Health Hospital - Whittier, PIH Health Hospital - Downey and PIH Health Good Samaritan Hospital, 27 outpatient medical locations, a multispecialty medical (physician) group, home healthcare services and hospice care, as well as heart, cancer, women’s health, urgent care and emergency services.The Staff RN is responsible for independently utilizing the nursing process to safely, therapeutically and efficiently care for a group of patients based on policies and procedures. Delivers individualized quality patient care through a coordinated team approach with physicians, staff, other departments and the patient’s family.Required Skills
Written and verbal communications, interpersonal skills.
Basic organizational skills.
Basic computer skills.
Demonstrated leadership abilities.
Patient assessment.
Clinical education related to specialty.
Principles of patient/family teaching.
Required Experience
One year of acute care experience in Labor & Delivery.

License & Certification

Current California RN license
Current Basic Life Support (BLS) certification for Healthcare Providers sponsored by the American Heart Association.
Current Advanced Cardiac Life Support (ACLS) certification from by the American Heart Association.
LA City Fire card within 6 months of employment.

 
The organization is recognized by Watson Health as one of the nation’s Top Hospitals, and College of Healthcare Information Management Executives (CHIME) as one of the nation’s top hospital systems for best practices, cutting-edge advancements, quality of care and healthcare technology. PIH Health is certified as a Great Place to Work TM. For more information, visit PIHHealth.org or follow us on Facebook, Twitter, or Instagram."
Part Time Security Guard,Securitas,"Monterey Park, CA",23 days ago,https://job-openings.monster.com/part-time-security-guard-monterey-park-ca-us-securitas/a358848b-cce2-4ac6-a24d-881e9cbf561c,"DescriptionPart Time Security Guard All interviews will be held over the phone, and through online video chats. We are hiring a Part Time Security Guard to observe and report activities and incidents at an assigned client site. You will check for unsafe conditions, security violations, and unauthorized persons. The ideal candidate has general computer skills, as well as daily access to a smartphone and Internet. Take the first step towards a great career, APPLY TODAY! Requirements: Minimum 3 days of full, open availabilityGuard card training provided and initial cost covered by company, CA Guard Card required to start workPreference to have a valid CA driver’s license, clean driving record, and reliable transportationHigh School Diploma or GEDAbility to sit, stand and walk, for long periods of time and may involve climbing stairs and walking up inclines and on uneven terrain. Frequent lifting and/or moving up to 10 pounds and occasional lifting and/or moving up to 25 poundsWhat We Offer:Competitive compensation with overtime opportunities; previous security experience preferredComprehensive benefits package (Medical, dental, vision) and 401(k) with company matchPaid time offThis Security Guard job patrols an assigned site on foot or in vehicle, providing for the security and safety of client property and personnel. With over 350 branch locations nationwide, we are the most locally-focused security company in the United States. Our people are the most important component for delivering value to our clients; they truly make the difference. Whether you are inexperienced, have experience, or are transitioning from the military, we have a position for you. We help our employees develop to their full potential by providing distinct training paths and development tools, from security guards to management. Securitas USA complies with the Fair Chance Initiative for Hiring.**State law requirements will apply to certain positions.EEO/M/F/Vets/DisabilitiesPPO #14827"
Parts and Inventory Replenishment Associate,Pep Boys,"Burbank, CA",26 days ago,https://job-openings.monster.com/parts-inventory-replenishment-associate-burbank-ca-us-pep-boys/06913c31-a26d-4366-b41f-456348720108,"DescriptionOverviewIcahn Automotive Group LLC (Icahn Automotive) was formed by its parent, Icahn Enterprises L.P. (NASDAQ: IEP), to invest in and operate businesses involved in aftermarket parts distribution and service. Our businesses have a singular focus: provide premium automotive parts and services at a great value. The businesses of Icahn Automotive today consist of Pep Boys® automotive aftermarket retail and service chain, Auto Plus® automotive aftermarket parts distributor, Precision Tune Auto Care® owned and franchised automotive service centers, and AAMCO Total Auto Care franchised service centers. The businesses of Icahn Automotive total over 22,000 employees, over 2,000 company-owned and franchise locations and 25 distribution centers throughout the US, Canada, and Puerto Rico.Position SummaryResponsible for providing superior customer service and assisting in driving sales across the commercial, retail, and hard parts business. Provide essential task support by partnering with management to make certain that merchandising levels are optimal, inventory control programs are strictly adhered to, pricing modifications are processed timely, and the parts room is maintained to company standards. This position has been designated as a safety-sensitive position.Duties & ResponsibilitiesUnder the direction of the Retail Sales Specialist, assist with store merchandising activities, maintain standards of appearance, and coordinate and cooperate with associates in the execution of plan-o-grams, overall product presentation, inventory management, pricing, signage and various product initiatives to enhance the customer experience and maximize inventory turns.Help with effective operation of the parts area in order to exceed expected sales goals of hard parts to retail, and commercial customers. Strictly adheres to inventory control programs, in-stock standards, reduction in ""outside"" parts purchases through secondary vendors, and proper ordering and returning of ""special order"" merchandise.Assist in handling the recording and maintaining of DIY warranty registration for parts and monitors ""lost sales"" resulting from out of stock situations and sales activity of ""special order"" parts not included in merchandise assortment.Under the direction of the Manager, Store Parts, participates in ""truck-day"" operations, cycle counts, audits, and organization of the back room.Partner with the commercial teams for seamless parts delivery; promptly reacts to the needs of our internal and external customers.Effectively communicates with all store associates, management, and customers.Secondary key carrier responsible for basic and detailed opening and closing responsibilities.Other duties as assigned.Knowledge, Skills, and AbilitiesFrequent standing and walking for long periods of time.Frequent reaching overhead and below the knees, including squatting, bending, stooping, kneeling, twisting.Climb up and down ladders to retrieve and stock merchandise.Communicate effectively in person, by telephone, or by using telecommunications equipment.Enters and locates information on computer.Presents information to small and large groups.Visually verifies information, often in small print.Safely operates a motor vehicle.Days, Nights, Weekends, HolidaysPhysical Demands/Work EnvironmentThe physical demands described here are representative of those that must be met by an employee to successfully perform the essential functions of this job.  Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.   The characteristics described here are representative of those an employee encounters while performing the essential functions of this job. Physical DemandsMust be able to lift, carry, and place merchandise and supplies up to 50 pounds without assistance.Frequent standing and walking for long periods of time.Frequent reaching overhead and below the knees, including squatting, bending, stooping, kneeling, twisting.Climb up and down ladders to retrieve and stock merchandise.Communicate effectively in person, by telephone, or by using telecommunications equipment.Enters and locates information on computer.Presents information to small and large groups.Visually verifies information, often in small print.Safely operates a motor vehicle."
Part Time Security Guard,SCIS Aerospace,"Los Angeles, CA",9 days ago,https://job-openings.monster.com/part-time-security-guard-los-angeles-ca-us-scis-aerospace/9d132580-3bf2-4ae5-9791-ab23c2a84fba,"DescriptionPart Time Security Guard This is an exciting opportunity for individuals to provide customer service and security services to various aerospace companies. We are hiring a Part Time Security Guard to observe and report activities and incidents at highly sensitive controlled facilities that require a level of security clearance. You will regularly check for unsafe conditions, security violations, and unauthorized persons. The ideal candidate has general computer skills, as well as daily access to a smartphone and Internet. Take the first step towards a great career, APPLY TODAY! Requirements:CA State Guard Card requiredPreferred to have a valid driver’s license, clean driving record, and reliable transportationHigh School Diploma or GEDAbility to sit, stand and walk, for long periods of time and may involve climbing stairs and walking up inclines and on uneven terrain. Frequent lifting and/or moving up to 10 pounds and occasional lifting and/or moving up to 25 pounds What We Offer:Competitive compensation with overtime opportunities; previous security experience preferredComprehensive benefits package (Medical, dental, vision) and 401(k) with company matchPaid time offEOE/Minorities/Females/Vets/DisabilitiesCA PP0#14508"
